X;Y;LINIE;KM;Dst-Abk;BPS NAME;TYP TEXT;TYP AUSWAHL;ID-AUTOMAT;SPRACHE;ABK STRVERW;LAUF_NR;geopos
1243487.736;2632508.167;410;43.015;WBOL;Wangen bei Olten;ePOS;ePOS;0026252;Deutsch;SBB CFF FFS;-3;47.3414474696,7.86878662689
1228136.625;2607931.479;410;73.774;SO;Solothurn;ePOS;ePOS;00207254;Deutsch;SBB CFF FFS;7;47.2041233601,7.54331020464
1228670.566;2605232.532;410;76.692;BELL;Bellach;ePOS;ePOS;00205253;Deutsch;SBB CFF FFS;12;47.2089525885,7.5076947492
1220244.839;2585170.647;410;99.357;BI;Biel/Bienne;ePOS;ePOS;04300265;Deutsch;SBB CFF FFS;24;47.1330174635,7.24316642528
1220241.393;2585168.983;410;99.357;BI;Biel/Bienne;ePOS;ePOS;04300269;Deutsch;SBB CFF FFS;24;47.1329864299,7.24314460633
1178117.242;2614591.387;299;137.079;TH;Thun;ePOS;ePOS;07100265;Deutsch;SBB CFF FFS;3;46.7540823266,7.62960955124
1201752.507;2601949.876;290;108.852;BNWD;Bern Wankdorf;Libero;Andere;;Deutsch;SBB CFF FFS;-4;46.966844198,7.4642534697
1178227.489;2614588.791;290;137.001;TH;Thun;STI;Andere;;Deutsch;SBB CFF FFS;7;46.7550740993,7.62957907139
1194248.561;2608126.753;290;119.022;RUB;Rubigen;ePOS;ePOS;07005251;Deutsch;SBB CFF FFS;1;46.8992985286,7.54528450559
1191398.793;2609209.879;290;122.099;MS;Munsingen;ePOS;ePOS;07006252;Deutsch;SBB CFF FFS;2;46.8736501139,7.55944167851
1187783.892;2609925.184;290;125.784;WCH;Wichtrach;Libero;Andere;;Deutsch;SBB CFF FFS;4;46.8411227914,7.56874634836
1185361.151;2610438.697;290;128.261;KI;Kiesen;Libero;Andere;;Deutsch;SBB CFF FFS;4;46.8193216317,7.57542309099
1178159.848;2614639.19;290;137.085;TH;Thun;ePOS;ePOS;07100260;Deutsch;SBB CFF FFS;8;46.7544645408,7.63023655568
1178157.513;2614637.159;290;137.085;TH;Thun;ePOS;ePOS;07100262;Deutsch;SBB CFF FFS;8;46.7544435809,7.63020989934
1200605.75;2603271.025;290;110.797;OST;Ostermundigen;Libero;Andere;;Deutsch;SBB CFF FFS;-1;46.9565238878,7.48160525995
1198133.32;2605110.372;290;113.976;GUE;Gumligen;Libero;Andere;;Deutsch;SBB CFF FFS;0;46.9342725241,7.50574217559
1178261.898;2614526.955;290;136.933;TH;Thun;ePOS;ePOS;07100266;Deutsch;SBB CFF FFS;7;46.7553849672,7.62877083007
1178242.728;2614521.841;290;136.943;TH;Thun;ePOS;ePOS;07100263;Deutsch;SBB CFF FFS;7;46.7552126364,7.62870329089
1201752.49;2601948.973;290;108.851;BNWD;Bern Wankdorf;Libero;Andere;;Deutsch;SBB CFF FFS;-4;46.9668440477,7.46424160423
1194251.41;2608148.758;290;119.028;RUB;Rubigen;ePOS;ePOS;07005252;Deutsch;SBB CFF FFS;1;46.8993238889,7.54557333767
1187816.188;2609937.065;290;125.755;WCH;Wichtrach;Libero;Andere;;Deutsch;SBB CFF FFS;4;46.8414131279,7.56890279773
1185381.116;2610415.979;290;128.237;KI;Kiesen;Libero;Andere;;Deutsch;SBB CFF FFS;4;46.8195015774,7.57512584794
1178211.287;2614592.151;290;137.015;TH;Thun;ePOS;ePOS;07100268;Deutsch;SBB CFF FFS;7;46.7549282826,7.62962253406
1178193.116;2614622.398;290;137.049;TH;Thun;STI;Andere;;Deutsch;SBB CFF FFS;8;46.7547641669,7.63001783708
1200601.24;2603288.183;290;110.804;OST;Ostermundigen;Libero;Andere;;Deutsch;SBB CFF FFS;-1;46.9564832367,7.48183064039
1198138.142;2605066.309;290;113.939;GUE;Gumligen;Libero;Andere;;Deutsch;SBB CFF FFS;-1;46.9343162319,7.50516359306
1191403.589;2609185.242;290;122.09;MS;Munsingen;ePOS;ePOS;07006253;Deutsch;SBB CFF FFS;2;46.8736935936,7.5591186063
1182586.844;2610982.227;290;131.088;UTI;Uttigen;Libero;Andere;;Deutsch;SBB CFF FFS;5;46.7943570605,7.58247921487
1178223.579;2614590.74;290;137.005;TH;Thun;ePOS;ePOS;07100267;Deutsch;SBB CFF FFS;7;46.7550388848,7.62960445645
1211968.531;2592425.049;260;19.916;SUB;Suberg-Grossaffoltern;Libero;Andere;;Deutsch;SBB CFF FFS;2;47.0586965296,7.33892515858
1213916.609;2589946.486;260;23.353;LY;Lyss;ePOS;ePOS;04414251;Deutsch;SBB CFF FFS;3;47.0761861446,7.30625750494
1216396.211;2590887.528;260;26.139;BUS;Busswil;Libero;Andere;;Deutsch;SBB CFF FFS;5;47.0985036937,7.31859762212
1210094.528;2595995.978;260;15.695;SCUE;Schupfen;Libero;Andere;;Deutsch;SBB CFF FFS;2;47.0418714839,7.38594439359
1213915.019;2589947.101;260;23.351;LY;Lyss;ePOS;ePOS;04414253;Deutsch;SBB CFF FFS;3;47.0761718521,7.30626563812
1217868.76;2589535.073;260;28.281;STU;Studen BE;Libero;Andere;;Deutsch;SBB CFF FFS;7;47.1117289437,7.30074837142
1213916.186;2589969.233;260;23.345;LY;Lyss;ePOS;ePOS;04414252;Deutsch;SBB CFF FFS;3;47.0761826873,7.30655701921
1207832.108;2601023.555;260;10.124;MUEB;Munchenbuchsee;ePOS;ePOS;04411251;Deutsch;SBB CFF FFS;0;47.0215327964,7.45209437927
1207822.053;2600999.484;260;10.14;MUEB;Munchenbuchsee;ePOS;ePOS;04411252;Deutsch;SBB CFF FFS;1;47.0214423852,7.45177774367
1219183.32;2587819.006;260;30.515;BGG;Brugg BE;Libero;Andere;;Deutsch;SBB CFF FFS;8;47.1235236566,7.27810262747
1193055.346;2590913.174;257;-0.03;FLM;Flamatt;Libero;Andere;;Deutsch;SBB CFF FFS;1;46.8885509496,7.31940670717
1185366.005;2564817.144;253;31.779;COUS;Cousset;ePOS;ePOS;04136251;Franzosisch;SBB CFF FFS;2;46.8185117489,6.97760427083
1186478.664;2567403.548;253;35.452;LECH;Lechelles;ePOS;ePOS;04137252;Franzosisch;SBB CFF FFS;2;46.8286524165,7.01141576969
1185145.403;2574614.204;253;44.428;BF;Belfaux CFF;ePOS;ePOS;04139251;Franzosisch;SBB CFF FFS;5;46.8169745016,7.10599381983
1186531.879;2563255.149;253;29.719;CS;Corcelles-Sud;ePOS;ePOS;04135 252;Franzosisch;SBB CFF FFS;-2;46.8289143699,6.95704262046
1186818.561;2571562.242;253;40.106;GRO;Grolley;ePOS;ePOS;04138252;Franzosisch;SBB CFF FFS;4;46.8319011609,7.06589873359
1185112.137;2576429.575;253;46.255;GIV;Givisiez;BATS;BATS;;Franzosisch;SBB CFF FFS;7;46.8167422673,7.12978286916
1183532.802;2547182.687;252;8.815;YND;Yvonand;ePOS;ePOS;04130251;Franzosisch;SBB CFF FFS;2;46.8008536257,6.74674748164
1185134.323;2558074.4;252;23.692;CGY;Cugy FR;ePOS;ePOS;04133252;Franzosisch;SBB CFF FFS;7;46.8160361752,6.88927241631
1185506.386;2561937.887;252;27.891;PAY;Payerne;ePOS;ePOS;04134254;Franzosisch;SBB CFF FFS;7;46.8196156585,6.93986420927
1185507.678;2561938.994;252;27.893;PAY;Payerne;ePOS;ePOS;04134253;Franzosisch;SBB CFF FFS;7;46.8196273438,6.93987860723
1188325.11;2554567.648;252;18.073;EST;Estavayer-le-Lac;ePOS;ePOS;04132251;Franzosisch;SBB CFF FFS;4;46.8445069137,6.84300608207
1185291.076;2550218.647;252;12.614;CHS;Cheyres;ePOS;ePOS;04131252;Franzosisch;SBB CFF FFS;2;46.8169037981,6.7863236527
1181513.734;2540722.707;252;1.784;CHP;Yverdon-Champ Pittet;S-POS;S-POS;ID 54237;Franzosisch;SBB CFF FFS;1;46.7821473631,6.66239150811
1157884.692;2552227.738;251;25.892;CHAT;Chatillens;S-POS;S-POS;04017.252;Franzosisch;SBB CFF FFS;-3;46.5705256086,6.81550715908
1178773.627;2558416.14;251;50.443;GM;Granges-Marnand;ePOS;ePOS;04122251;Franzosisch;SBB CFF FFS;4;46.7588420932,6.89432979857
1192658.63;2569658.599;251;69.079;AV;Avenches;Horodateur;Andere;;Franzosisch;SBB CFF FFS;10;46.8843493466,7.04055839172
1200025.157;2578284.643;251;80.689;GZ;Galmiz;BLS;Andere;;Deutsch;SBB CFF FFS;16;46.9509513506,7.15337694789
1202717.722;2581306.492;251;84.834;KZ;Kerzers;Libero;Andere;;Deutsch;SBB CFF FFS;18;46.9752636078,7.19296076858
1210377.121;2587826.056;251;95.461;ABE;Aarberg;Libero;Andere;;Deutsch;SBB CFF FFS;22;47.0443127464,7.27843407209
1168735.15;2551320.649;251;37.977;MD;Moudon;ePOS;ePOS;04120252;Franzosisch;SBB CFF FFS;1;46.6680625956,6.80252580583
1173123.083;2554385.928;251;43.379;LUC;Lucens;ePOS;ePOS;04121 252;Franzosisch;SBB CFF FFS;1;46.7077500678,6.84214245279
1176135.527;2556544.089;251;47.179;HEN;Henniez;S-POS;S-POS;04141252;Franzosisch;SBB CFF FFS;2;46.734992116,6.87007751933
1190925.515;2567453.335;251;66.221;DOM;Domdidier;ePOS;ePOS;04125252;Franzosisch;SBB CFF FFS;10;46.8686551045,7.01175024996
1198597.887;2576753.638;251;78.584;LOEW;Muntelier-Lowenberg;BLS;Andere;;Deutsch;SBB CFF FFS;14;46.9380608569,7.13333891805
1209916.107;2586513.538;251;93.935;BRG;Bargen;Libero;Andere;;Deutsch;SBB CFF FFS;21;47.0401403617,7.26117653464
1156387.227;2553242.541;251;23.41;PALV;Palezieux-Village;S-POS;S-POS;04016.252;Franzosisch;SBB CFF FFS;-4;46.5571273468,6.82889564762
1162325.388;2551922.291;251;30.615;ECU;Ecublens-Rue;S-POS;S-POS;04018.252;Franzosisch;SBB CFF FFS;-1;46.6104489452,6.81105879724
1168732.931;2551318.617;251;37.974;MD;Moudon;S-POS;S-POS;04120253;Franzosisch;SBB CFF FFS;0;46.6680424867,6.80249948969
1187257.017;2563535.135;251;60.792;CN;Corcelles-Nord;ePOS;ePOS;04123251;Franzosisch;SBB CFF FFS;8;46.8354525523,6.96065407719
1205366.265;2582310.935;251;87.687;FRAE;Fraschels;Libero;Andere;;Deutsch;SBB CFF FFS;19;46.9991151045,7.20605746455
1189374.279;2565451.904;251;63.686;DOP;Dompierre;ePOS;ePOS;04124251;Franzosisch;SBB CFF FFS;9;46.8546002484,6.98561776017
1192667.836;2569673.805;251;69.096;AV;Avenches;ePOS;ePOS;04126251;Franzosisch;SBB CFF FFS;10;46.8844328519,7.04075727461
1197194.841;2575380.421;251;76.53;MRT;Murten/Morat;BLS;Andere;;Deutsch;SBB CFF FFS;13;46.9253906147,7.11538089628
1208296.781;2584535.208;251;91.371;KAL;Kallnach;Libero;Andere;;Deutsch;SBB CFF FFS;21;47.0255310723,7.23520140566
1213566.778;2589215.672;251;99.069;LYGR;Lyss Grien;BLS;Andere;BLS;Deutsch;SBB CFF FFS;24;47.0730278532,7.2966434356
1195308.282;2572270.726;251;72.812;FG;Faoug;S-POS;S-POS;04127.252;Franzosisch;SBB CFF FFS;12;46.9082978279,7.07466683858
1204329.505;2581794.383;251;86.518;KZPP;Kerzers Papiliorama;Libero;Andere;;Deutsch;SBB CFF FFS;19;46.9897753472,7.1993077058
1149373.331;2548323.373;250;12.136;PUI;Puidoux;ePOS;ePOS;04012252;Franzosisch;SBB CFF FFS;-9;46.4936727335,6.76553625997
1183609.454;2578045.718;250;66.005;FRI;Fribourg/Freiburg;ePOS;ePOS;04100251;Franzosisch;SBB CFF FFS;11;46.8032806554,7.15103205134
1184913.286;2578437.394;250;67.409;FRPO;Fribourg/Freiburg Poya;altri;Andere;;Franzosisch;SBB CFF FFS;12;46.8150218782,7.15610123852
1184926.188;2578424.19;250;67.413;FRPO;Fribourg/Freiburg Poya;altri;Andere;;Franzosisch;SBB CFF FFS;12;46.815137506,7.15592761716
1188927.03;2581012.38;250;72.224;DUED;Dudingen;BLS IAT;BLS IAT;;Deutsch;SBB CFF FFS;14;46.8512054445,7.18967325174
1191206.39;2587953.196;250;80.342;WUE;Wunnewil;Libero;Andere;;Deutsch;SBB CFF FFS;15;46.8718717074,7.28061858122
1197208.271;2595294.328;250;91.097;NWA;Niederwangen;Libero;Andere;2170561;Deutsch;SBB CFF FFS;21;46.9259534447,7.37684750496
1199677.001;2599853.019;250;96.92;BN;Bern;ePOS;ePOS;07000284;Deutsch;SBB CFF FFS;26;46.9481773074,7.4367018167
1199673.141;2599855.608;250;96.922;BN;Bern;ePOS;ePOS;07000285;Deutsch;SBB CFF FFS;26;46.9481425869,7.43673582612
1151025.572;2549903.472;250;14.653;MRL;Moreillon;ePOS;ePOS;04007252;Franzosisch;SBB CFF FFS;-7;46.5086554603,6.7859371572
1177647.178;2566507.007;250;49.613;CHE;Chenens;ePOS;ePOS;04025252;Franzosisch;SBB CFF FFS;4;46.749166356,7.00031417283
1182030.563;2573862.961;250;60.376;MTR;Matran;ePOS;ePOS;04029252;Franzosisch;SBB CFF FFS;8;46.7889264408,7.0963287748
1194923.179;2593794.68;250;88.281;THO;Thorishaus Station;Libero;Andere;2170641;Deutsch;SBB CFF FFS;19;46.9053860504,7.35718870609
1198496.89;2596701.684;250;93.005;BNBS;Bern Bumpliz Sud;Libero;Andere;;Deutsch;SBB CFF FFS;22;46.9375534682,7.39531649789
1199672.629;2599853.872;250;96.92;BN;Bern;ePOS;ePOS;07000290;Deutsch;SBB CFF FFS;26;46.9481379808,7.43671302331
1199677.218;2599853.856;250;96.921;BN;Bern;ePOS;ePOS;07000268;Deutsch;SBB CFF FFS;26;46.9481792596,7.43671281094
1151580.954;2541636.838;250;4.004;CVN;La Conversion;ePOS;ePOS;0410 252;Franzosisch;SBB CFF FFS;-11;46.5129801796,6.67816795625
1149768.133;2545027.89;250;8.304;GRV;Grandvaux;ePOS;ePOS;04011251;Franzosisch;SBB CFF FFS;-10;46.4969610912,6.72256685485
1163546.913;2554935.002;250;30.527;VD;Vauderens;ePOS;ePOS;04021252;Franzosisch;SBB CFF FFS;-2;46.6216473794,6.8502636682
1183609.086;2578046.417;250;66.005;FRI;Fribourg/Freiburg;ePOS;ePOS;04100254;Franzosisch;SBB CFF FFS;11;46.8032773683,7.15104122596
1183610.902;2578043.191;250;66.005;FRI;Fribourg/Freiburg;ePOS;ePOS;04100257;Franzosisch;SBB CFF FFS;11;46.803293597,7.1509988779
1190221.12;2585914.625;250;77.858;SCMI;Schmitten;Libero;Andere;;Deutsch;SBB CFF FFS;14;46.8629686326,7.25390979883
1151783.594;2540129.83;250;2.407;PUN;Pully-Nord;BATS;BATS;04000 252;Franzosisch;SBB CFF FFS;-12;46.5146696071,6.65850661429
1151195.114;2543244.758;250;5.773;BOSS;Bossiere;ePOS;ePOS;04003251;Franzosisch;SBB CFF FFS;-11;46.509648008,6.69916537474
1158077.284;2553876.957;250;24.35;OR;Oron;ePOS;ePOS;04020252;Franzosisch;SBB CFF FFS;-5;46.572374087,6.83699907739
1171524.116;2559733.877;250;40.236;ROM;Romont;ePOS;ePOS;04023253;Franzosisch;SBB CFF FFS;1;46.6937120421,6.91221586307
1179497.279;2571450.792;250;55.373;NEY;Neyruz;ePOS;ePOS;04027252;Franzosisch;SBB CFF FFS;6;46.7660394208,7.06489656143
1181342.075;2571227.135;250;57.527;ROS;Rose;ePOS;ePOS;04028252;Franzosisch;SBB CFF FFS;7;46.7826242671,7.06185235112
1183611.81;2578041.523;250;66.005;FRI;Fribourg/Freiburg;ePOS;ePOS;04100256;Franzosisch;SBB CFF FFS;11;46.8033017095,7.15097698337
1188888.831;2581010.461;250;72.193;DUED;Dudingen;BLS IAT;BLS IAT;;Deutsch;SBB CFF FFS;13;46.8508617792,7.18964968708
1193635.885;2593382.897;250;86.908;THOD;Thorishaus Dorf;Libero;Andere;;Deutsch;SBB CFF FFS;18;46.8938025074,7.35180299499
1195976.329;2594187.929;250;89.405;OWA;Oberwangen;libero;Andere;2170571;Deutsch;SBB CFF FFS;20;46.9148629771,7.36233645797
1197215.993;2595327.444;250;91.126;NWA;Niederwangen;Libero;Andere;2170562;Deutsch;SBB CFF FFS;21;46.9260231433,7.3772822365
1174520.79;2563467.906;250;45.076;VZ;Villaz-St-Pierre;ePOS;ePOS;04024251;Franzosisch;SBB CFF FFS;4;46.7208835199,6.96079235195
1177860.585;2569136.343;250;52.413;COT;Cottens;ePOS;ePOS;04026252;Franzosisch;SBB CFF FFS;5;46.7512133429,7.0347091549
1182124.052;2575399.184;250;62.123;VG;Villars-sur-Glane;ePOS;ePOS;04030252;Franzosisch;SBB CFF FFS;10;46.7898261306,7.11644280086
1183619.344;2578017.018;250;66.0;FRI;Fribourg/Freiburg;ePOS;ePOS;04100259;Franzosisch;SBB CFF FFS;11;46.8033686683,7.15065560484
1183610.522;2578043.903;250;66.005;FRI;Fribourg/Freiburg;ePOS;ePOS;04100252;Franzosisch;SBB CFF FFS;11;46.8032902024,7.1510082234
1242697.827;2588839.333;240;90.125;CFV;Courfaivre;ePOS;ePOS;00121251;Franzosisch;SBB CFF FFS;2;47.3350455086,7.29096148447
1252279.459;2572945.92;240;112.878;POR;Porrentruy;ePOS;ePOS;00126254;Franzosisch;SBB CFF FFS;8;47.4207614936,7.08010042302
1243539.943;2590846.606;240;87.909;CTT;Courtetelle;ePOS;ePOS;00120252;Franzosisch;SBB CFF FFS;1;47.3426509582,7.31750182602
1246362.192;2579386.778;240;101.679;SU;St-Ursanne;ePOS;ePOS;00124252;Franzosisch;SBB CFF FFS;6;47.3677748015,7.16572847102
1260299.784;2568190.996;240;123.358;BCT;Boncourt;ePOS;ePOS;00128252;Franzosisch;SBB CFF FFS;14;47.4926821645,7.01651524364
1245696.047;2593300.699;240;84.614;DMT;Delemont;ePOS;ePOS;00109258;Franzosisch;SBB CFF FFS;0;47.3620734354,7.34994330309
1245694.572;2593301.092;240;84.614;DMT;Delemont;S-POS;S-POS;00109253;Franzosisch;SBB CFF FFS;0;47.3620601728,7.34994852773
1242731.471;2582649.101;240;96.413;GLO;Glovelier;ePOS;ePOS;00123251;Franzosisch;SBB CFF FFS;4;47.3352134834,7.20905911571
1258813.57;2569200.418;240;121.451;BX;Buix;ePOS;ePOS;00144252;Franzosisch;SBB CFF FFS;13;47.4793636478,7.03001311845
1242886.821;2585547.555;240;93.455;BSC;Bassecourt;ePOS;ePOS;00122252;Franzosisch;SBB CFF FFS;2;47.3366810328,7.24740279835
1250522.813;2576258.631;240;107.803;CG;Courgenay;ePOS;ePOS;00125252;Franzosisch;SBB CFF FFS;6;47.4050903568,7.12409399354
1252298.988;2572934.499;240;112.894;POR;Porrentruy;ePOS;ePOS;00126253;Franzosisch;SBB CFF FFS;8;47.420936667,7.07994788566
1254407.13;2571256.183;240;116.135;CCH;Courchavon;S-POS;S-POS;00141252;Franzosisch;SBB CFF FFS;10;47.4398259014,7.05757080344
1256176.331;2571105.835;240;117.977;CTM;Courtemaiche;ePOS;ePOS;00127252;Franzosisch;SBB CFF FFS;10;47.4557313893,7.05546277855
1257732.254;2570578.02;240;119.634;GRA;Grandgourt;S-POS;S-POS;00143251;Franzosisch;SBB CFF FFS;11;47.4697017271,7.04836066928
1259902.086;2612994.578;230;115.577;DOR;Dornach-Arlesheim;TNW;Andere;;Deutsch;SBB CFF FFS;10;47.4897519148,7.61105139301
1252058.154;2604830.215;230;100.604;LFN;Laufen;ePOS;ePOS;00113255;Deutsch;SBB CFF FFS;3;47.4193132161,7.50263259307
1253666.056;2606939.614;230;103.446;ZWG;Zwingen;TNW;Andere;;Deutsch;SBB CFF FFS;6;47.4337562234,7.53061043651
1254505.193;2611546.31;230;108.919;GREL;Grellingen;ePOS;ePOS;00115252;Deutsch;SBB CFF FFS;6;47.4412392395,7.59169503912
1255866.022;2612432.983;230;111.005;DUG;Duggingen;ePOS;ePOS;00116252;Deutsch;SBB CFF FFS;8;47.4534625128,7.60348749684
1259825.736;2612999.389;230;115.501;DOR;Dornach-Arlesheim;ePOS;ePOS;00118254;Deutsch;SBB CFF FFS;10;47.4890651354,7.61111301484
1252062.546;2604831.126;230;100.608;LFN;Laufen;ePOS;ePOS;00113256;Deutsch;SBB CFF FFS;4;47.4193527118,7.50264471218
1253699.859;2606938.064;230;103.464;ZWG;Zwingen;ePOS;ePOS;00114252;Deutsch;SBB CFF FFS;6;47.4340602667,7.53059041089
1257439.509;2612399.612;230;112.986;AE;Aesch;ePOS;ePOS;00117252;Deutsch;SBB CFF FFS;8;47.4676150748,7.60308850322
1259816.354;2612998.075;230;115.491;DOR;Dornach-Arlesheim;TNW;Andere;;Deutsch;SBB CFF FFS;10;47.4889807804,7.61109530696
1259824.119;2612999.551;230;115.499;DOR;Dornach-Arlesheim;ePOS;ePOS;00118255;Deutsch;SBB CFF FFS;10;47.489050589,7.61111511748
1265187.441;2612864.495;230;121.108;BSDH;Basel Dreispitz;ePOS;ePOS;00136252;Deutsch;SBB CFF FFS;12;47.5372900613,7.60947726339
1252033.45;2604820.602;230;100.577;LFN;Laufen;TNW;Andere;0;Deutsch;SBB CFF FFS;3;47.4190910945,7.50250494181
1262508.471;2613475.48;230;118.277;MST;Munchenstein;ePOS;ePOS;00119252;Deutsch;SBB CFF FFS;10;47.5131837636,7.61751107981
1236645.886;2595647.779;226;73.403;MOU;Moutier;ePOS;ePOS;00105253;Franzosisch;SBB CFF FFS;8;47.2806926405,7.38110204689
1245708.042;2593335.094;226;84.578;DMT;Delemont;ePOS;ePOS;00109257;Franzosisch;SBB CFF FFS;10;47.3621816747,7.35039842464
1232190.568;2592682.597;226;67.035;CT;Court;ePOS;ePOS;00104252;Franzosisch;SBB CFF FFS;6;47.2405925158,7.34198377604
1245707.813;2593334.273;226;84.578;DMT;Delemont;ePOS;ePOS;00109256;Franzosisch;SBB CFF FFS;10;47.3621796066,7.35038756011
1232004.594;2586037.715;226;60.128;PON;Pontenet;ePOS;ePOS;00135252;Franzosisch;SBB CFF FFS;4;47.2388119004,7.25422857555
1229892.607;2582022.501;226;55.144;TA;Tavannes;ePOS;ePOS;00100252;Franzosisch;SBB CFF FFS;1;47.2197178541,7.201285058
1231601.262;2583990.995;226;58.0;REC;Reconvilier;ePOS;ePOS;00101252;Franzosisch;SBB CFF FFS;2;47.2351374025,7.22721227249
1231991.188;2587670.201;226;61.777;MB;Malleray-Bevilard;ePOS;ePOS;00102251;Franzosisch;SBB CFF FFS;4;47.2387240152,7.27578898173
1232061.427;2589950.623;226;64.207;SOR;Sorvilier;ePOS;ePOS;00103252;Franzosisch;SBB CFF FFS;6;47.2393946996,7.30590461808
1236645.371;2595648.263;226;73.403;MOU;Moutier;ePOS;ePOS;00105254;Franzosisch;SBB CFF FFS;8;47.2806880116,7.38110844912
1227169.231;2579547.153;225;48.284;SCB;Sonceboz-Sombeval;ePOS;ePOS;04304252;Franzosisch;SBB CFF FFS;5;47.195149797,7.1687294723
1225026.614;2571934.618;225;56.499;CTY;Courtelary;ePOS;ePOS;04307252;Franzosisch;SBB CFF FFS;9;47.1755973397,7.06840856891
1226529.404;2583834.17;225;43.69;LHE;La Heutte;ePOS;ePOS;04303251;Franzosisch;SBB CFF FFS;4;47.1895140625,7.2253242949
1224728.41;2570835.283;225;57.653;CORM;Cormoret;ePOS;ePOS;04308252;Franzosisch;SBB CFF FFS;10;47.1728673735,7.05392645295
1223328.433;2568215.096;225;60.645;VT;Villeret;ePOS;ePOS;04309252;Franzosisch;SBB CFF FFS;11;47.1601539616,7.0194640335
1226549.906;2585488.981;225;42.027;REU;Reuchenette-Pery;ePOS;ePOS;04302251;Franzosisch;SBB CFF FFS;2;47.1897370764,7.24715833369
1226546.914;2574868.519;225;53.14;CO;Cortebert;ePOS;ePOS;04306251;Franzosisch;SBB CFF FFS;8;47.1893903317,7.10702507975
1224300.155;2586260.341;225;39.121;FRIN;Frinvillier-Taubenloch;ePOS;ePOS;04301251;Franzosisch;SBB CFF FFS;2;47.1695177842,7.25740520635
1227166.835;2579530.787;225;48.301;SCB;Sonceboz-Sombeval;ePOS;ePOS;04304251;Franzosisch;SBB CFF FFS;5;47.195127737,7.16851361535
1226975.41;2577713.354;225;50.231;COG;Corgemont;ePOS;ePOS;04305251;Franzosisch;SBB CFF FFS;7;47.1933469171,7.14454025246
1222389.751;2566783.198;225;62.425;STI;St-Imier;ePOS;ePOS;04310251;Franzosisch;SBB CFF FFS;12;47.1516402794,7.0006505125
1221259.014;2564405.894;225;65.159;SV;Sonvilier;ePOS;ePOS;04311251;Franzosisch;SBB CFF FFS;13;47.1413457089,6.96939484067
1219551.077;2561059.747;225;69.014;RE;Renan BE;ePOS;ePOS;04312251;Franzosisch;SBB CFF FFS;14;47.1257944563,6.92543172427
1207286.671;2555488.668;224;16.901;GEC;Les Geneveys-sur-Coffrane;ePOS;ePOS;04236251;Franzosisch;SBB CFF FFS;3;47.0151276032,6.8532212891
1212107.996;2547395.367;224;37.06;LOC;Le Locle;ePOS;ePOS;04317251;Franzosisch;SBB CFF FFS;8;47.0578999911,6.74622312751
1210877.705;2557168.533;224;21.035;HGV;Les Hauts-Geneveys;ePOS;ePOS;04237251;Franzosisch;SBB CFF FFS;4;47.0475391218,6.87497387166
1214273.457;2550359.317;224;33.35;CRET;Le Cret-du-Locle;ePOS;ePOS;04315251;Franzosisch;SBB CFF FFS;7;47.0776067024,6.78499622406
1211233.303;2545864.04;224;38.854;COL;Le Locle-Col-des-Roches;ePOS;ePOS;04317252;Franzosisch;SBB CFF FFS;9;47.0499088774,6.72617292422
1204631.639;2554676.356;224;14.041;MML;Montmollin-Montezillon;S-POS;S-POS;ID 54073;Franzosisch;SBB CFF FFS;1;46.9911909137,6.84280401175
1216586.193;2553427.939;224;29.487;CF;La Chaux-de-Fonds;ePOS;ePOS;0431256;Franzosisch;SBB CFF FFS;7;47.0986322939,6.82516134737
1216539.807;2553457.951;224;29.493;CF;La Chaux-de-Fonds;ePOS;ePOS;04314255;Franzosisch;SBB CFF FFS;7;47.0982171837,6.82556144808
1216577.351;2553416.978;224;29.501;CF;La Chaux-de-Fonds;ePOS;ePOS;04314254;Franzosisch;SBB CFF FFS;7;47.0985519906,6.82501788295
1203973.904;2558961.09;223;3.098;DEU;Les Deurres;ePOS;ePOS;04231252;Franzosisch;SBB CFF FFS;1;46.9855541745,6.89918913088
1203734.922;2557788.114;223;4.324;CP;Corcelles-Peseux;BATS;BATS;04232252;Franzosisch;SBB CFF FFS;3;46.9833307977,6.883793534
1202000.355;2552357.009;223;10.36;CHN;Chambrelien;ePOS;ePOS;04234252;Franzosisch;SBB CFF FFS;4;46.9673600868,6.81259160785
1199749.927;2599833.261;220;0.268;BN;Bern;ePOS;ePOS;07000286;Deutsch;SBB CFF FFS;-7;46.9488332828,7.43644224891
1199812.016;2599976.991;220;0.116;BN;Bern;ePOS;ePOS;;Deutsch;SBB CFF FFS;-7;46.9493918204,7.43833021135
1199749.384;2599831.493;220;0.27;BN;Bern;ePOS;ePOS;07000279;Deutsch;SBB CFF FFS;-7;46.9488283977,7.43641902551
1199812.74;2599976.314;220;0.116;BN;Bern;ePOS;ePOS;;Deutsch;SBB CFF FFS;-7;46.9493983328,7.43832131832
1205183.31;2561746.661;215;75.295;NE;Neuchatel;ePOS;ePOS;04221 261;Franzosisch;SBB CFF FFS;1;46.9965995346,6.93570131183
1205179.419;2561738.511;215;75.295;NE;Neuchatel;ePOS;ePOS;04221 260;Franzosisch;SBB CFF FFS;1;46.9965640642,6.93559449266
1205176.52;2561740.274;215;75.295;NE;Neuchatel;ePOS;ePOS;04221 262;Franzosisch;SBB CFF FFS;1;46.9965380899,6.93561791579
